episode_index,length_frames,length_seconds
1548,2552,85.067
1550,2508,83.6
1551,3057,101.9
1552,2453,81.767
1553,2718,90.6
1554,3008,100.267
1555,3142,104.733
1556,2478,82.6
1557,2802,93.4
1558,3431,114.367
1559,3576,119.2
1560,3444,114.8
1561,2912,97.067
1562,2819,93.967
1564,3244,108.133
1565,3360,112.0
1566,2446,81.533
1567,2633,87.767
1568,3591,119.7
1569,3450,115.0
1570,3092,103.067
1571,3241,108.033
1572,3443,114.767
1574,2427,80.9
1575,2865,95.5
1576,3227,107.567
1577,2710,90.333
1578,3071,102.367
1579,3036,101.2
1580,3207,106.9
1581,3307,110.233
1582,3054,101.8
1583,2094,69.8
1584,2151,71.7
1585,2960,98.667
1586,2687,89.567
1587,2611,87.033
1589,3059,101.967
1590,2778,92.6
1591,2522,84.067
1592,3338,111.267
1593,2536,84.533
1594,2407,80.233
1595,2794,93.133
1596,2570,85.667
1597,3091,103.033
1598,3336,111.2
1602,2791,93.033
1605,3564,118.8
1613,3093,103.1
1614,3572,119.067
1619,1629,54.3
1623,1603,53.433
1625,1776,59.2
1626,1737,57.9
1629,1724,57.467
1630,1690,56.333
1632,1355,45.167
1633,2509,83.633
1634,3272,109.067
1635,1711,57.033
1636,1971,65.7
1637,1749,58.3
1639,1800,60.0
1640,1572,52.4
1642,3564,118.8
1643,3306,110.2
1649,3250,108.333
1653,2741,91.367
1654,3198,106.6
1656,3546,118.2
1657,3251,108.367
1660,2911,97.033
1662,3318,110.6
1665,2639,87.967
1670,3363,112.1
1672,3110,103.667
1674,2261,75.367
1675,2149,71.633
1676,2939,97.967
1677,1467,48.9
1678,2597,86.567
1679,2314,77.133
1680,2857,95.233
1681,1369,45.633
1682,3475,115.833
1683,3417,113.9
1684,1389,46.3
1685,1380,46.0
1686,1659,55.3
1687,1375,45.833
1688,1532,51.067
1689,1431,47.7
1690,1392,46.4
1691,1585,52.833
1692,1497,49.9
1693,1379,45.967
1694,1367,45.567
1695,1382,46.067
1696,1383,46.1
1697,1460,48.667
1698,1496,49.867
1699,1480,49.333
1700,1646,54.867
1701,1472,49.067
1702,1652,55.067
1703,1396,46.533
1704,1519,50.633
1705,1397,46.567
1706,1404,46.8
1707,1421,47.367
1708,1407,46.9
1709,1475,49.167
1710,1378,45.933
1711,1364,45.467
1712,1388,46.267
1713,1469,48.967
1714,1451,48.367
1715,1599,53.3
1716,1487,49.567
1717,1471,49.033
1718,1609,53.633
1719,1456,48.533
1720,1579,52.633
1721,1377,45.9
1722,1375,45.833
1723,1895,63.167
1724,1414,47.133
1725,1560,52.0
1726,1480,49.333
1727,1466,48.867
1728,1499,49.967
1729,1375,45.833
1730,1442,48.067
1731,1393,46.433
1732,2808,93.6
1733,3268,108.933
1734,3128,104.267
1735,3271,109.033
1737,3187,106.233
1738,2989,99.633
1739,3328,110.933
1740,3404,113.467
1741,3364,112.133
1742,3498,116.6
1746,3497,116.567
1747,3504,116.8
1749,3372,112.4
1750,2905,96.833
1754,3371,112.367
1756,3583,119.433
1757,3581,119.367
1763,3288,109.6
1764,2835,94.5
1765,2898,96.6
1766,3127,104.233
1767,3445,114.833
1768,3036,101.2
1770,2571,85.7
1771,3579,119.3
1772,3438,114.6
1773,2912,97.067
1774,3413,113.767
1775,3567,118.9
1776,2954,98.467
1777,3048,101.6
1778,3276,109.2
1779,3344,111.467
1780,3586,119.533
1786,2750,91.667
1787,3456,115.2
1791,3444,114.8
1792,3416,113.867
1793,2994,99.8
1794,3484,116.133
1795,3155,105.167
1797,2943,98.1
1798,3479,115.967
1799,3179,105.967
1800,3165,105.5
1814,2645,88.167
1819,3488,116.267
1820,3474,115.8
1821,3532,117.733
1826,3449,114.967
1827,3542,118.067
1829,3465,115.5
1831,3354,111.8
1843,3339,111.3
1844,3484,116.133
1848,3352,111.733
1849,3184,106.133
1851,2563,85.433
1852,3153,105.1
1853,3056,101.867
1856,2780,92.667
1857,3156,105.2
1858,3418,113.933
1860,3487,116.233
1862,3539,117.967
1863,3219,107.3
1864,2527,84.233
1867,3590,119.667
1868,3578,119.267
1870,3345,111.5
1871,3306,110.2
1873,3393,113.1
1875,3407,113.567
1880,2979,99.3
1882,3582,119.4
1884,3304,110.133
1887,3313,110.433
1890,3267,108.9
1891,3101,103.367
1892,2632,87.733
1894,3244,108.133
1895,3199,106.633
1896,2847,94.9
1897,3321,110.7
1899,3239,107.967
1902,2180,72.667
1904,3514,117.133
1908,3486,116.2
1910,3147,104.9
1911,2919,97.3
1912,2858,95.267
1915,2963,98.767
1916,2529,84.3
1917,2363,78.767
1918,3384,112.8
1919,3084,102.8
1921,3218,107.267
1922,3299,109.967
1924,3528,117.6
1926,2812,93.733
1928,3195,106.5
1929,3193,106.433
1935,2905,96.833
1936,2917,97.233
1938,3002,100.067
1940,3439,114.633
1941,2862,95.4
1942,2705,90.167
1943,3151,105.033
1944,2781,92.7
1947,3161,105.367
1948,2479,82.633
1950,2539,84.633
1951,3282,109.4
1952,3016,100.533
1953,2167,72.233
1957,2300,76.667
1958,2186,72.867
1959,2229,74.3
1960,3579,119.3
1961,3222,107.4
1962,2858,95.267
1963,2684,89.467
1964,2374,79.133
1965,2966,98.867
1966,3292,109.733
1967,3076,102.533
1968,3303,110.1
1969,2825,94.167
1970,2994,99.8
1971,2720,90.667
1972,2836,94.533
1973,3295,109.833
1974,3387,112.9
1975,2651,88.367
1976,3347,111.567
1979,3029,100.967
1980,3323,110.767
1982,3544,118.133
1983,2512,83.733
1987,2724,90.8
1988,2558,85.267
1989,2497,83.233
1991,2675,89.167
1995,3071,102.367
1996,2755,91.833
1997,2775,92.5
1998,3515,117.167
2002,2333,77.767
2003,2718,90.6
2004,2818,93.933
2006,3157,105.233
2008,2692,89.733
2009,2937,97.9
2012,2496,83.2
2014,3373,112.433
2015,3438,114.6
2016,2304,76.8
2017,2610,87.0
2018,2958,98.6
2019,2876,95.867
2020,2985,99.5
2023,2453,81.767
2024,2998,99.933
2025,3199,106.633
2026,3276,109.2
2027,3530,117.667
2028,2609,86.967
2029,2479,82.633
2032,2833,94.433
2033,2543,84.767
2034,2759,91.967
2036,2565,85.5
2037,3020,100.667
2039,2683,89.433
2041,2943,98.1
2042,2962,98.733
2043,2761,92.033
2044,3489,116.3
2045,2799,93.3
2046,3167,105.567
2047,3247,108.233
2048,3346,111.533
2049,3544,118.133
2050,3430,114.333
2051,2907,96.9
2052,3114,103.8
2054,3378,112.6
2056,3523,117.433
2058,3216,107.2
2059,3179,105.967
2060,3491,116.367
2064,3106,103.533
2066,2990,99.667
2067,3294,109.8
2069,3186,106.2
2070,3397,113.233
2071,2524,84.133
2072,2205,73.5
2073,3577,119.233
2074,3535,117.833
2076,2967,98.9
2077,2806,93.533
2078,2806,93.533
2079,2637,87.9
2080,2981,99.367
2082,3332,111.067
2087,2896,96.533
2090,3577,119.233
2099,2710,90.333
2100,3446,114.867
2101,3078,102.6
2102,3266,108.867
2103,3554,118.467
2105,3438,114.6
2107,3213,107.1
2108,3016,100.533
2111,2573,85.767
2112,2743,91.433
2113,2820,94.0
2114,2735,91.167
2115,2339,77.967
2116,3465,115.5
2117,2909,96.967
2118,3155,105.167
2119,3087,102.9
2120,3173,105.767
2121,3578,119.267
2122,2555,85.167
2123,3189,106.3
2124,2752,91.733
2125,3337,111.233
2126,3314,110.467
2127,3089,102.967
2128,3434,114.467
2130,3545,118.167
2131,3582,119.4
2132,3511,117.033
2133,3590,119.667
2135,3148,104.933
2138,2920,97.333
2139,3436,114.533
2140,3370,112.333
2143,3542,118.067
2146,2776,92.533
2148,2425,80.833
2149,3233,107.767
2150,3532,117.733
2151,3453,115.1
2153,3588,119.6
2156,3346,111.533
2157,3440,114.667
2159,2413,80.433
2160,2615,87.167
2161,3410,113.667
2163,3011,100.367
2164,3028,100.933
2168,2889,96.3
2169,3054,101.8
2172,3267,108.9
2174,2965,98.833
2176,3430,114.333
2180,2855,95.167
2181,3150,105.0
2182,3300,110.0
2183,2566,85.533
2185,3036,101.2
2187,3382,112.733
2188,3513,117.1
2190,3487,116.233
2191,3223,107.433
2192,3485,116.167
2195,2814,93.8
2198,3377,112.567
2199,3157,105.233
2200,3161,105.367
2201,3169,105.633
2203,3077,102.567
2204,2439,81.3
2205,2221,74.033
2206,2653,88.433
2207,3572,119.067
2208,3035,101.167
2209,3586,119.533
2210,3126,104.2
2211,2077,69.233
2213,3531,117.7
2214,3575,119.167
2215,3002,100.067
2217,3018,100.6
2218,2643,88.1
2220,3117,103.9
2221,2384,79.467
2222,3352,111.733
2223,3102,103.4
2224,2595,86.5
2225,2780,92.667
2226,3257,108.567
2227,3226,107.533
2228,3288,109.6
2230,3302,110.067
2232,3238,107.933
2243,3400,113.333
2249,3020,100.667
2253,3308,110.267
2259,2979,99.3
2266,3471,115.7
2267,2804,93.467
2270,2688,89.6
2273,2638,87.933
2276,3104,103.467
2285,1533,51.1
2286,1523,50.767
2287,3377,112.567
2288,1990,66.333
2293,2919,97.3
2294,3139,104.633
2296,3576,119.2
2297,2494,83.133
2299,3531,117.7
2302,3330,111.0
2303,3474,115.8
2307,3544,118.133
2308,2233,74.433
2309,2417,80.567
2310,2795,93.167
2311,3096,103.2
2312,2915,97.167
2313,3279,109.3
2314,3057,101.9
2315,3503,116.767
2317,2967,98.9
2319,3511,117.033
2325,2929,97.633
2327,3075,102.5
2329,2990,99.667
2330,3442,114.733
2331,2873,95.767
2332,3394,113.133
2333,2676,89.2
2336,2332,77.733
2339,3173,105.767
2340,3586,119.533
2341,2881,96.033
2342,2947,98.233
2343,2604,86.8
2344,3348,111.6
2345,2890,96.333
2347,3396,113.2
2348,2642,88.067
2349,3384,112.8
2351,3118,103.933
2353,2530,84.333
2355,3202,106.733
2357,2654,88.467
2358,2274,75.8
2360,3110,103.667
2362,2889,96.3
2363,3398,113.267
2364,3004,100.133
2365,3097,103.233
2366,2057,68.567
2369,3114,103.8
2370,2611,87.033
2371,2531,84.367
2372,3316,110.533
2373,1759,58.633
2375,3005,100.167
2376,2308,76.933
2377,2503,83.433
2378,3065,102.167
2379,2666,88.867
2380,2959,98.633
2381,3407,113.567
2383,3301,110.033
2384,2573,85.767
2385,3118,103.933
2386,2615,87.167
2387,2990,99.667
2388,2682,89.4
2392,3298,109.933
2393,3402,113.4
2395,2046,68.2
2398,2327,77.567
2399,2883,96.1
2400,3127,104.233
2401,2292,76.4
2402,2461,82.033
2403,3002,100.067
2405,2718,90.6
2406,2219,73.967
2407,3361,112.033
2408,2059,68.633
2409,2826,94.2
2411,1855,61.833
2413,2998,99.933
2414,1963,65.433
2415,2813,93.767
2416,1815,60.5
2417,3443,114.767
2418,3441,114.7
2420,1886,62.867
2421,2656,88.533
2422,2403,80.1
2423,2455,81.833
2424,3292,109.733
2425,3162,105.4
2426,1982,66.067
2427,3307,110.233
2429,2736,91.2
2430,3434,114.467
2432,2725,90.833
2433,3392,113.067
2434,2629,87.633
2435,2460,82.0
2436,3471,115.7
2438,2609,86.967
2439,3324,110.8
2440,2093,69.767
2441,2427,80.9
2442,2437,81.233
2443,3006,100.2
2444,2342,78.067
2445,2780,92.667
2448,2883,96.1
2449,3574,119.133
2450,2101,70.033
2451,3477,115.9
2453,2840,94.667
2455,2848,94.933
2456,3096,103.2
2457,2092,69.733
2459,3427,114.233
2460,3366,112.2
2461,2596,86.533
2462,3522,117.4
2463,2840,94.667
2464,1781,59.367
2465,2643,88.1
2466,2185,72.833
2467,1652,55.067
2468,3498,116.6
2471,3083,102.767
2472,2245,74.833
2473,3161,105.367
2474,2939,97.967
2475,2550,85.0
2477,2587,86.233
2478,2341,78.033
2479,3069,102.3
2480,3379,112.633
2481,3486,116.2
2482,3425,114.167
2483,2171,72.367
2484,2810,93.667
2485,3166,105.533
2486,2181,72.7
2488,3402,113.4
2489,3544,118.133
2490,2909,96.967
2491,2360,78.667
2492,1823,60.767
2493,2645,88.167
2494,2643,88.1
2495,2429,80.967
2496,2260,75.333
2497,1810,60.333
2499,2630,87.667
2500,2793,93.1
2501,2301,76.7
2502,2798,93.267
2505,2469,82.3
2506,2365,78.833
2507,1657,55.233
2508,2848,94.933
2509,2714,90.467
2511,1853,61.767
2512,3202,106.733
2513,3168,105.6
2514,3386,112.867
2515,2123,70.767
2516,2217,73.9
2517,2670,89.0
2518,2376,79.2
2519,3169,105.633
2520,2599,86.633
2521,2967,98.9
2522,2811,93.7
2523,2728,90.933
2524,2952,98.4
2525,1635,54.5
2526,3303,110.1
2527,2681,89.367
2528,2693,89.767
2529,3488,116.267
2530,2904,96.8
2531,1843,61.433
2533,2953,98.433
2534,2877,95.9
2535,2001,66.7
2536,2494,83.133
2537,2273,75.767
2538,1640,54.667
2539,1856,61.867
2541,2278,75.933
2542,1656,55.2
2543,2220,74.0
2544,2477,82.567
2545,2895,96.5
2546,3086,102.867
2547,3286,109.533
2548,2319,77.3
2549,2316,77.2
2550,1991,66.367
2551,3515,117.167
2552,2635,87.833
2553,3346,111.533
2556,2106,70.2
2557,2268,75.6
2558,2994,99.8
2560,2586,86.2
2561,2315,77.167
2562,2859,95.3
2563,2072,69.067
2564,1417,47.233
2566,2765,92.167
2567,2258,75.267
2568,3451,115.033
2570,3204,106.8
2571,2650,88.333
2572,2422,80.733
2573,3303,110.1
2574,3150,105.0
2576,2110,70.333
2577,2655,88.5
2578,3410,113.667
2579,2787,92.9
2580,3502,116.733
2581,2066,68.867
2582,3271,109.033
2583,2478,82.6
2584,3078,102.6
2586,3086,102.867
2587,2352,78.4
2588,2328,77.6
2590,1902,63.4
2591,3137,104.567
2592,2206,73.533
2593,2460,82.0
2594,2500,83.333
2595,3196,106.533
2596,2937,97.9
2597,2820,94.0
2599,3219,107.3
2600,3135,104.5
2601,3351,111.7
2602,2546,84.867
2603,2918,97.267
2605,3108,103.6
2607,3076,102.533
2608,2449,81.633
2609,2033,67.767
2610,1782,59.4
2611,1638,54.6
2612,2227,74.233
2613,3284,109.467
2614,1600,53.333
2615,2160,72.0
2617,3290,109.667
2618,2781,92.7
2619,2965,98.833
2620,1753,58.433
2621,2845,94.833
2622,2784,92.8
2623,2705,90.167
2624,3236,107.867
2625,1786,59.533
2626,3504,116.8
2628,2057,68.567
2629,3169,105.633
2630,1428,47.6
2633,2613,87.1
2634,3516,117.2
2635,2855,95.167
2636,2969,98.967
2637,3502,116.733
2638,2724,90.8
2639,2378,79.267
2640,2843,94.767
2642,2999,99.967
2643,1845,61.5
2644,2511,83.7
2645,3238,107.933
2646,1710,57.0
2647,3159,105.3
2648,1986,66.2
2649,2945,98.167
2650,2760,92.0
2651,2589,86.3
2652,2119,70.633
2653,2032,67.733
2654,2566,85.533
2655,3403,113.433
2656,1587,52.9
2658,1795,59.833
2659,3147,104.9
2660,2423,80.767
2661,2552,85.067
2662,3108,103.6
2663,2629,87.633
2664,2741,91.367
2665,3241,108.033
2666,2863,95.433
2667,2522,84.067
2668,2397,79.9
2669,3300,110.0
2670,2637,87.9
2671,3006,100.2
2672,2828,94.267
2673,1857,61.9
2674,2885,96.167
2675,2752,91.733
2676,3405,113.5
2677,2776,92.533
2678,2860,95.333
2680,2204,73.467
2681,3083,102.767
2682,3552,118.4
2683,2775,92.5
2684,3129,104.3
2685,2596,86.533
2686,2487,82.9
2687,2034,67.8
2688,3325,110.833
2689,2215,73.833
2690,1622,54.067
2692,2057,68.567
2693,2852,95.067
2694,3489,116.3
2698,2101,70.033
2699,3214,107.133
2700,3488,116.267
2701,2657,88.567
2702,2911,97.033
2703,3472,115.733
2704,3497,116.567
2706,1994,66.467
2707,3162,105.4
2708,2442,81.4
2709,2808,93.6
2710,3307,110.233
2711,3238,107.933
2712,2838,94.6
2713,2728,90.933
2714,1750,58.333
2715,2229,74.3
2716,3142,104.733
2717,3494,116.467
2718,2492,83.067
2719,2250,75.0
2720,3060,102.0
2721,1790,59.667
2722,3223,107.433
2723,3407,113.567
2724,2069,68.967
2725,2809,93.633
2726,1631,54.367
2727,2342,78.067
2728,2013,67.1
2729,3085,102.833
2730,3261,108.7
2731,1801,60.033
2732,1517,50.567
2733,2593,86.433
2734,2294,76.467
2735,2147,71.567
2736,3075,102.5
2738,2285,76.167
2739,2065,68.833
2740,3263,108.767
2741,2944,98.133
2742,1511,50.367
2743,1659,55.3
2744,1885,62.833
2745,2396,79.867
2746,2552,85.067
2747,3080,102.667
2748,2930,97.667
2750,1963,65.433
2751,2487,82.9
2752,3156,105.2
2753,1933,64.433
2754,2500,83.333
2755,1477,49.233
2756,1556,51.867
2757,1615,53.833
2759,3271,109.033
2760,2182,72.733
2761,2664,88.8
2762,3375,112.5
2763,2723,90.767
2764,2042,68.067
2765,1976,65.867
2766,1562,52.067
2767,1951,65.033
2768,2274,75.8
2769,2833,94.433
2770,2946,98.2
2771,3125,104.167
2773,2053,68.433
2774,3572,119.067
2775,2797,93.233
2776,2476,82.533
2777,1536,51.2
2778,2242,74.733
2779,1543,51.433
2780,1557,51.9
2781,1788,59.6
2782,3162,105.4
2783,1565,52.167
2784,3432,114.4
2785,2822,94.067
2786,1710,57.0
2787,1452,48.4
2788,2907,96.9
2789,3368,112.267
2790,1352,45.067
2791,1382,46.067
2792,1436,47.867
2793,2300,76.667
2794,1829,60.967
2795,1532,51.067
2796,3056,101.867
2797,1861,62.033
2798,1770,59.0
2799,3039,101.3
2800,2980,99.333
2802,1720,57.333
2803,1804,60.133
2806,3376,112.533
2807,3420,114.0
2808,2102,70.067
2809,2895,96.5
2810,2807,93.567
2811,2244,74.8
2812,2545,84.833
2813,1915,63.833
2814,2556,85.2
2815,1569,52.3
2816,2722,90.733
2817,2615,87.167
2818,3130,104.333
2819,1551,51.7
2820,1534,51.133
2821,3328,110.933
2822,2863,95.433
2823,1917,63.9
2824,2987,99.567
2825,2010,67.0
2827,2290,76.333
2828,1606,53.533
2829,1653,55.1
2830,2010,67.0
2831,2239,74.633
2832,1653,55.1
2833,1954,65.133
2834,3429,114.3
2835,2119,70.633
2836,1834,61.133
2837,1571,52.367
2838,1624,54.133
2839,2431,81.033
2840,3294,109.8
2841,1909,63.633
2842,2986,99.533
2843,2412,80.4
2844,2450,81.667
2845,3016,100.533
2846,3318,110.6
2847,1430,47.667
2848,1761,58.7
2849,2100,70.0
2850,1779,59.3
2851,1404,46.8
2852,2935,97.833
2853,1748,58.267
2854,1535,51.167
2855,1631,54.367
2856,2841,94.7
2858,2388,79.6
2859,3391,113.033
2860,3170,105.667
2861,1555,51.833
2862,3065,102.167
2863,2680,89.333
2864,3530,117.667
2865,1827,60.9
2866,3014,100.467
2867,1660,55.333
2868,1413,47.1
2870,3027,100.9
2871,1431,47.7
2872,1354,45.133
2873,2779,92.633
2874,1658,55.267
2875,2960,98.667
2876,2559,85.3
2877,2341,78.033
2878,1536,51.2
2879,1548,51.6
2880,1546,51.533
2881,2379,79.3
2882,2001,66.7
2883,2637,87.9
2884,2912,97.067
2885,2512,83.733
2886,1680,56.0
2887,2288,76.267
2888,1957,65.233
2889,1932,64.4
2890,2252,75.067
2891,1497,49.9
2892,2794,93.133
2893,2159,71.967
2894,1817,60.567
2895,2631,87.7
2896,2108,70.267
2897,1432,47.733
2899,2868,95.6
2900,2169,72.3
2901,1766,58.867
2902,2310,77.0
2903,2898,96.6
2904,1393,46.433
2905,1512,50.4
2906,2945,98.167
2907,1836,61.2
2908,3163,105.433
2909,2268,75.6
2910,3549,118.3
2911,1905,63.5
2912,1452,48.4
2913,1557,51.9
2914,2004,66.8
2915,2055,68.5
2916,2759,91.967
2917,2786,92.867
2918,1849,61.633
2919,2623,87.433
2920,1729,57.633
2921,2952,98.4
2922,2449,81.633
2923,1625,54.167
2924,1979,65.967
2925,3155,105.167
2926,1754,58.467
2927,1522,50.733
2929,2915,97.167
2930,3259,108.633
2931,3180,106.0
2932,1823,60.767
2933,1451,48.367
2934,1590,53.0
2935,1593,53.1
2936,1716,57.2
2937,2003,66.767
2938,3213,107.1
2940,1529,50.967
2941,1527,50.9
2943,2377,79.233
2944,1459,48.633
2945,1495,49.833
2946,1753,58.433
2947,2018,67.267
2948,1980,66.0
2949,1722,57.4
2950,2713,90.433
2951,1727,57.567
2952,1851,61.7
2953,1572,52.4
2954,3238,107.933
2955,3103,103.433
2956,2874,95.8
2957,1851,61.7
2958,3108,103.6
2959,2759,91.967
2961,2639,87.967
2962,2001,66.7
2963,3256,108.533
2965,1419,47.3
2966,1580,52.667
2967,1929,64.3
2968,1545,51.5
2969,1475,49.167
2970,1882,62.733
2971,1592,53.067
2972,2004,66.8
2973,1599,53.3
2974,2226,74.2
2975,1787,59.567
2977,2676,89.2
2978,1383,46.1
2979,2975,99.167
2980,1584,52.8
2981,1365,45.5
2982,1682,56.067
2983,1642,54.733
2984,3000,100.0
2985,3350,111.667
2986,3054,101.8
2987,1559,51.967
2988,2949,98.3
2989,2998,99.933
2990,2514,83.8
2991,1723,57.433
2992,2010,67.0
2993,1618,53.933
2994,2526,84.2
2995,2887,96.233
2996,2368,78.933
2997,2451,81.7
2998,1800,60.0
2999,2013,67.1
3001,1663,55.433
3002,2523,84.1
3003,1449,48.3
3004,1936,64.533
3005,3056,101.867
3006,2128,70.933
3007,2839,94.633
3008,1439,47.967
3009,2825,94.167
3010,1989,66.3
3011,1516,50.533
3012,2125,70.833
3013,1770,59.0
3014,2164,72.133
3015,1382,46.067
3016,3119,103.967
3017,1700,56.667
3018,2460,82.0
3019,1359,45.3
3020,2360,78.667
3021,3049,101.633
3022,3213,107.1
3023,1396,46.533
3024,1639,54.633
3025,1437,47.9
3026,1822,60.733
3027,3095,103.167
3028,2671,89.033
3029,1365,45.5
3030,2592,86.4
3031,3135,104.5
3032,1448,48.267
3033,1559,51.967
3034,2296,76.533
3035,1648,54.933
3036,1427,47.567
3037,2248,74.933
3038,2081,69.367
3039,1545,51.5
3040,2072,69.067
3041,2949,98.3
3042,3108,103.6
3043,2169,72.3
3044,2611,87.033
3045,2696,89.867
3046,2482,82.733
3047,2519,83.967
3048,2305,76.833
3049,2880,96.0
3050,2691,89.7
3051,3179,105.967
3052,2555,85.167
3053,3119,103.967
3054,2750,91.667
3055,2957,98.567
3056,3003,100.1
3057,3054,101.8
3058,3072,102.4
3059,3071,102.367
3060,3526,117.533
3061,3132,104.4
3062,2573,85.767
3063,3561,118.7
3064,2600,86.667
3066,2610,87.0
3067,3540,118.0
3068,2792,93.067
3069,2957,98.567
3070,3001,100.033
3071,2246,74.867
3072,3269,108.967
3073,2701,90.033
3074,3439,114.633
3075,3415,113.833
3076,2462,82.067
3077,2744,91.467
3078,2789,92.967
3079,2530,84.333
3080,2467,82.233
3081,3194,106.467
3082,2330,77.667
3083,2723,90.767
3084,2548,84.933
3085,2640,88.0
3086,2773,92.433
3087,2989,99.633
3088,2755,91.833
3089,2789,92.967
3090,2696,89.867
3091,2921,97.367
3092,2374,79.133
3093,2330,77.667
3094,3085,102.833
3095,2853,95.1
3096,3428,114.267
3097,3447,114.9
3098,2927,97.567
3100,3512,117.067
3101,2900,96.667
3102,3047,101.567
3103,2518,83.933
3104,2392,79.733
3105,3189,106.3
3106,2603,86.767
3107,2700,90.0
3108,3045,101.5
3109,3189,106.3
3110,3076,102.533
3111,2960,98.667
3112,2796,93.2
3113,3076,102.533
3114,3417,113.9
3115,2776,92.533
3116,2818,93.933
3117,2932,97.733
3118,2637,87.9
3119,3254,108.467
3120,3116,103.867
3121,3378,112.6
3122,2826,94.2
3123,2952,98.4
3124,2706,90.2
3125,3387,112.9
3126,2655,88.5
3127,3050,101.667
3128,3376,112.533
3129,2960,98.667
3130,3103,103.433
3133,3181,106.033
3134,3463,115.433
3135,3128,104.267
3136,3267,108.9
3137,3318,110.6
3138,3130,104.333
3140,3206,106.867
3141,3290,109.667
3142,3217,107.233
3144,3019,100.633
3145,3255,108.5
3146,3436,114.533
3147,3130,104.333
3148,3491,116.367
3150,3391,113.033
3152,2902,96.733
3154,2703,90.1
3155,3399,113.3
3156,3245,108.167
3157,2362,78.733
3158,3115,103.833
3159,2777,92.567
3161,3253,108.433
3162,2929,97.633
3163,2647,88.233
3164,2938,97.933
3165,2859,95.3
3166,3117,103.9
3167,3412,113.733
3168,3535,117.833
3169,2067,68.9
3170,2845,94.833
3171,3050,101.667
3172,2296,76.533
3173,2150,71.667
3174,2582,86.067
3175,2959,98.633
3176,3057,101.9
3177,1966,65.533
3178,2363,78.767
3179,2298,76.6
3180,1708,56.933
3181,1732,57.733
3183,2043,68.1
3184,1589,52.967
3185,2381,79.367
3186,2181,72.7
3187,2341,78.033
3188,2819,93.967
3189,3140,104.667
3190,2294,76.467
3191,2842,94.733
3192,2332,77.733
3194,2563,85.433
3195,2155,71.833
3196,3123,104.1
3197,2110,70.333
3199,3365,112.167
3200,2305,76.833
3202,2288,76.267
3203,2069,68.967
3204,2290,76.333
3206,2195,73.167
3207,2326,77.533
3208,2081,69.367
3209,1958,65.267
3210,3227,107.567
3211,2061,68.7
3212,2251,75.033
3213,2192,73.067
3214,2433,81.1
3216,3150,105.0
3217,1801,60.033
3218,2481,82.7
3219,2654,88.467
3220,2227,74.233
3221,2276,75.867
3222,2586,86.2
3224,2133,71.1
3225,2056,68.533
3227,2492,83.067
3228,2730,91.0
3231,2536,84.533
3232,2978,99.267
3233,2899,96.633
3234,2702,90.067
3235,2385,79.5
3236,2982,99.4
3237,3262,108.733
3239,3585,119.5
3240,2547,84.9
3241,2384,79.467
3244,3139,104.633
3246,3456,115.2
3248,3600,120.0
3249,3241,108.033
3251,2463,82.1
3252,3147,104.9
3253,3228,107.6
3254,3576,119.2
3255,2170,72.333
3256,3326,110.867
3257,3068,102.267
3259,3469,115.633
3261,2012,67.067
3262,2803,93.433
3263,2061,68.7
3264,2857,95.233
3265,1753,58.433
3268,2242,74.733
3270,2371,79.033
3271,2917,97.233
3272,3439,114.633
3273,3446,114.867
3274,3374,112.467
3275,2290,76.333
3277,2317,77.233
3278,2844,94.8
3279,1863,62.1
3280,3235,107.833
3281,2286,76.2
3282,3411,113.7
3283,3267,108.9
3284,3059,101.967
3285,3178,105.933
3286,1742,58.067
3287,3580,119.333
3289,2777,92.567
3290,1986,66.2
3292,2608,86.933
3293,2119,70.633
3294,3392,113.067
3296,2878,95.933
3297,3014,100.467
3299,2452,81.733
3300,1703,56.767
3301,2356,78.533
3302,2315,77.167
3303,2637,87.9
3305,1712,57.067
3306,3066,102.2
3307,2858,95.267
3308,2387,79.567
3311,2129,70.967
3313,1671,55.7
3314,3526,117.533
3315,3460,115.333
3316,3057,101.9
3317,2109,70.3
3318,3075,102.5
3319,1616,53.867
3320,1940,64.667
3321,3152,105.067
3322,1901,63.367
3323,2838,94.6
3324,1963,65.433
3325,2706,90.2
3326,3010,100.333
3327,2485,82.833
3328,3597,119.9
3329,1672,55.733
3330,2283,76.1
3331,3114,103.8
3332,3546,118.2
3333,2118,70.6
3334,2563,85.433
3335,2130,71.0
3336,2924,97.467
3337,2623,87.433
3339,1802,60.067
3340,3419,113.967
3341,1871,62.367
3342,1381,46.033
3343,3385,112.833
3344,2373,79.1
3345,2895,96.5
3346,2818,93.933
3347,2968,98.933
3348,1779,59.3
3349,1411,47.033
3350,1645,54.833
3351,3487,116.233
3352,2651,88.367
3353,1942,64.733
3354,1747,58.233
3355,3310,110.333
3356,3012,100.4
3358,1645,54.833
3359,2929,97.633
3360,2135,71.167
3361,3574,119.133
3362,1864,62.133
3363,1971,65.7
3364,2662,88.733
3365,1922,64.067
3366,3269,108.967
3367,2768,92.267
3368,1589,52.967
3369,2947,98.233
3370,3577,119.233
3371,1605,53.5
3372,2603,86.767
3373,2794,93.133
3374,3074,102.467
3375,1788,59.6
3376,2770,92.333
3377,3197,106.567
3378,1626,54.2
3379,3552,118.4
3380,1607,53.567
3381,1924,64.133
3382,1563,52.1
