episode_index,length_frames,length_seconds
3383,1411,47.033
3384,3298,109.933
3385,2883,96.1
3386,3317,110.567
3387,1506,50.2
3388,1881,62.7
3389,1383,46.1
3391,2809,93.633
3392,1957,65.233
3395,1408,46.933
3396,3092,103.067
3397,1933,64.433
3398,1536,51.2
3399,3069,102.3
3400,3259,108.633
3401,3297,109.9
3402,3401,113.367
3403,1546,51.533
3404,3128,104.267
3405,2934,97.8
3406,3378,112.6
3407,2557,85.233
3408,1929,64.3
3409,3449,114.967
3410,1474,49.133
3411,3237,107.9
3412,3029,100.967
3414,1936,64.533
3416,2937,97.9
3417,2895,96.5
3418,1812,60.4
3420,3528,117.6
3421,2815,93.833
3422,2109,70.3
3423,1905,63.5
3424,2257,75.233
3425,2543,84.767
3426,3509,116.967
3427,2075,69.167
3428,2595,86.5
3429,2629,87.633
3430,3398,113.267
3431,1831,61.033
3432,1754,58.467
3433,1827,60.9
3434,2856,95.2
3435,1446,48.2
3436,2600,86.667
3437,2852,95.067
3438,1651,55.033
3440,3050,101.667
3441,1395,46.5
3444,3215,107.167
3445,3037,101.233
3447,3577,119.233
3448,2909,96.967
3449,2745,91.5
3451,2690,89.667
3452,3505,116.833
3453,2872,95.733
3454,2959,98.633
3455,2928,97.6
3456,2440,81.333
3458,2968,98.933
3459,2258,75.267
3460,2887,96.233
3461,2915,97.167
3462,3130,104.333
3463,3027,100.9
3464,3441,114.7
3465,3092,103.067
3466,3118,103.933
3467,3233,107.767
3468,2777,92.567
3469,3395,113.167
3470,2877,95.9
3471,3352,111.733
3472,3071,102.367
3474,3061,102.033
3475,2822,94.067
3476,3144,104.8
3477,2345,78.167
3479,2545,84.833
3480,2265,75.5
3481,3170,105.667
3483,2873,95.767
3484,2692,89.733
3485,2194,73.133
3486,2871,95.7
3487,1886,62.867
3488,2165,72.167
3489,2674,89.133
3490,3076,102.533
3492,2823,94.1
3493,2937,97.9
3494,2990,99.667
3495,3457,115.233
3496,3309,110.3
3497,2618,87.267
3498,3121,104.033
3499,2457,81.9
3500,2328,77.6
3502,2541,84.7
3503,2986,99.533
3506,2432,81.067
3507,3296,109.867
3508,3203,106.767
3509,2501,83.367
3510,2105,70.167
3511,2136,71.2
3512,2901,96.7
3513,2474,82.467
3514,1995,66.5
3515,2706,90.2
3516,2656,88.533
3517,2589,86.3
3519,2744,91.467
3520,3461,115.367
3521,3012,100.4
3522,2895,96.5
3523,3594,119.8
3524,3327,110.9
3525,3218,107.267
3526,3447,114.9
3528,3195,106.5
3531,3156,105.2
3532,3451,115.033
3533,3101,103.367
3536,3593,119.767
3537,3440,114.667
3538,3236,107.867
3539,3523,117.433
3541,3445,114.833
3542,3281,109.367
3543,3556,118.533
3544,3072,102.4
3545,3434,114.467
3546,3302,110.067
3547,2827,94.233
3550,2936,97.867
3556,2744,91.467
3557,3488,116.267
3558,3280,109.333
3559,3153,105.1
3560,3564,118.8
3563,3133,104.433
3565,3257,108.567
3566,3580,119.333
3567,3117,103.9
3569,3553,118.433
3572,3566,118.867
3573,3563,118.767
3579,3313,110.433
3582,2492,83.067
3583,3511,117.033
3584,3569,118.967
3585,3405,113.5
3586,3233,107.767
3588,3528,117.6
3589,2045,68.167
3591,2110,70.333
3592,2280,76.0
3594,2494,83.133
3595,3227,107.567
3597,2881,96.033
3598,3259,108.633
3599,3542,118.067
3600,2261,75.367
3601,3147,104.9
3602,2993,99.767
3603,3278,109.267
3604,2617,87.233
3605,2977,99.233
3606,3001,100.033
3607,2198,73.267
3608,3549,118.3
3609,3588,119.6
3612,3212,107.067
3613,3206,106.867
3616,2875,95.833
3618,2416,80.533
3619,3395,113.167
3620,2909,96.967
3622,3141,104.7
3623,3225,107.5
3624,2887,96.233
3625,2755,91.833
3626,2741,91.367
3627,3190,106.333
3629,3339,111.3
3630,2800,93.333
3631,2979,99.3
3633,3290,109.667
3634,3050,101.667
3635,2833,94.433
3636,3108,103.6
3637,3309,110.3
3639,2798,93.267
3641,3025,100.833
3643,3287,109.567
3644,2498,83.267
3645,3245,108.167
3646,2572,85.733
3647,2200,73.333
3648,3462,115.4
3649,2043,68.1
3650,3135,104.5
3651,3370,112.333
3652,2743,91.433
3653,1944,64.8
3654,2619,87.3
3655,3159,105.3
3656,2315,77.167
3657,2518,83.933
3659,2411,80.367
3660,3123,104.1
3661,3219,107.3
3662,2318,77.267
3663,2569,85.633
3664,2471,82.367
3665,3546,118.2
3666,3075,102.5
3667,3508,116.933
3668,3158,105.267
3671,2028,67.6
3672,2429,80.967
3673,3030,101.0
3674,2640,88.0
3675,2168,72.267
3676,3164,105.467
3677,2921,97.367
3678,2530,84.333
3679,2260,75.333
3680,3135,104.5
3681,2461,82.033
3682,2786,92.867
3683,3343,111.433
3684,2047,68.233
3685,2981,99.367
3686,2719,90.633
3687,2620,87.333
3688,2387,79.567
3689,2588,86.267
3690,3143,104.767
3691,2287,76.233
3692,2232,74.4
3693,2357,78.567
3694,3130,104.333
3695,2881,96.033
3696,2398,79.933
3697,2470,82.333
3698,2722,90.733
3699,2472,82.4
3700,3084,102.8
3701,2887,96.233
3702,2968,98.933
3703,2513,83.767
3704,2236,74.533
3705,2699,89.967
3706,2628,87.6
3708,2437,81.233
3709,2676,89.2
3710,2717,90.567
3711,2462,82.067
3712,2519,83.967
3713,3437,114.567
3715,2519,83.967
3716,3139,104.633
3717,2664,88.8
3718,1905,63.5
3719,2550,85.0
3720,2519,83.967
3721,2391,79.7
3722,2834,94.467
3723,2723,90.767
3724,2885,96.167
3725,2949,98.3
3726,3255,108.5
3727,3179,105.967
3729,2355,78.5
3730,2589,86.3
3731,2250,75.0
3732,2942,98.067
3733,3195,106.5
3734,2469,82.3
3735,2790,93.0
3736,3179,105.967
3737,2752,91.733
3738,3334,111.133
3739,3276,109.2
3740,2876,95.867
3741,2945,98.167
3742,2921,97.367
3743,3052,101.733
3744,3460,115.333
3747,3463,115.433
3750,3537,117.9
3753,3380,112.667
3758,3271,109.033
3759,3305,110.167
3761,2796,93.2
3762,3434,114.467
3763,3201,106.7
3765,2511,83.7
3766,3321,110.7
3767,3289,109.633
3768,3534,117.8
3770,2809,93.633
3772,2701,90.033
3773,3242,108.067
3774,3293,109.767
3775,3471,115.7
3777,2956,98.533
3778,3448,114.933
3779,3195,106.5
3781,3279,109.3
3782,3143,104.767
3784,3504,116.8
3785,3058,101.933
3786,3337,111.233
3787,2983,99.433
3789,3150,105.0
3794,3125,104.167
3795,2593,86.433
3798,3282,109.4
3799,2977,99.233
3800,2910,97.0
3801,3436,114.533
3802,2751,91.7
3803,2890,96.333
3804,2893,96.433
3806,3170,105.667
3808,3253,108.433
3809,2909,96.967
3810,2985,99.5
3812,2975,99.167
3815,3594,119.8
3816,3245,108.167
3817,2875,95.833
3818,3016,100.533
3819,2822,94.067
3821,2436,81.2
3823,3509,116.967
3825,3434,114.467
3828,3319,110.633
3829,3081,102.7
3830,2819,93.967
3832,2928,97.6
3834,3267,108.9
3835,3428,114.267
3836,2955,98.5
3837,3031,101.033
3838,2932,97.733
3839,3135,104.5
3841,2938,97.933
3842,3345,111.5
3843,2811,93.7
3844,3037,101.233
3846,3588,119.6
3847,3350,111.667
3850,3350,111.667
3852,3560,118.667
3853,2869,95.633
3854,3465,115.5
3855,3125,104.167
3856,2719,90.633
3858,3371,112.367
3859,2776,92.533
3860,3478,115.933
3862,2721,90.7
3865,2947,98.233
3867,2926,97.533
3868,3249,108.3
3869,3164,105.467
3871,3037,101.233
3872,2891,96.367
3873,3193,106.433
3875,2936,97.867
3876,3374,112.467
3877,3260,108.667
3878,3048,101.6
3879,2177,72.567
3884,2722,90.733
3885,3261,108.7
3886,3508,116.933
3887,2990,99.667
3890,3149,104.967
3892,3008,100.267
3893,2385,79.5
3894,2572,85.733
3895,2883,96.1
3896,3091,103.033
3898,2850,95.0
3899,3069,102.3
3900,2951,98.367
3901,3105,103.5
3905,2918,97.267
3906,3330,111.0
3907,3206,106.867
3908,3069,102.3
3910,2811,93.7
3914,2719,90.633
3915,2955,98.5
3917,2898,96.6
3918,2786,92.867
3920,2213,73.767
3921,3298,109.933
3922,2504,83.467
3923,3014,100.467
3924,3327,110.9
3926,2797,93.233
3928,2500,83.333
3929,2998,99.933
3931,3080,102.667
3932,2556,85.2
3933,2361,78.7
3934,3110,103.667
3935,2643,88.1
3936,3451,115.033
3937,3150,105.0
3938,2607,86.9
3939,2290,76.333
3940,2733,91.1
3941,3077,102.567
3942,3075,102.5
3944,2980,99.333
3946,2995,99.833
3949,3526,117.533
3950,3240,108.0
3951,2761,92.033
3952,3062,102.067
3955,2677,89.233
3957,3190,106.333
3959,2989,99.633
3960,2647,88.233
3961,3224,107.467
3962,3404,113.467
3963,3106,103.533
3967,3573,119.1
3971,2927,97.567
3972,2973,99.1
3974,3268,108.933
3976,3528,117.6
3977,3106,103.533
3978,2791,93.033
3980,2306,76.867
3981,2868,95.6
3983,3514,117.133
3984,3473,115.767
3985,3092,103.067
3986,3085,102.833
3987,2784,92.8
3988,2769,92.3
3989,2765,92.167
3990,2870,95.667
3991,3470,115.667
3992,2713,90.433
3993,3343,111.433
3994,2903,96.767
3995,2245,74.833
3997,3388,112.933
3998,2368,78.933
4000,3045,101.5
4001,3328,110.933
4003,2435,81.167
4004,2423,80.767
4005,2649,88.3
4007,3311,110.367
4008,3073,102.433
4009,3012,100.4
4010,3210,107.0
4011,2216,73.867
4012,2815,93.833
4013,2759,91.967
4014,2506,83.533
4015,2884,96.133
4017,3326,110.867
4019,2716,90.533
4020,3586,119.533
4021,3231,107.7
4022,2690,89.667
4023,2931,97.7
4024,2667,88.9
4025,2831,94.367
4027,2498,83.267
4028,2394,79.8
4031,3168,105.6
4032,3139,104.633
4033,3226,107.533
4034,3166,105.533
4035,3255,108.5
4037,2808,93.6
4038,3006,100.2
4039,3562,118.733
4040,2978,99.267
4042,2224,74.133
4043,3088,102.933
4044,2520,84.0
4045,3290,109.667
4047,3016,100.533
4048,2672,89.067
4049,3277,109.233
4050,2814,93.8
4051,2599,86.633
4052,3071,102.367
4053,3090,103.0
4054,3522,117.4
4055,2902,96.733
4057,3092,103.067
4058,2388,79.6
4059,3595,119.833
4060,2493,83.1
4061,3067,102.233
4062,3030,101.0
4063,3300,110.0
4064,2854,95.133
4065,2771,92.367
4066,2958,98.6
4067,2927,97.567
4068,3017,100.567
4069,2871,95.7
4070,2330,77.667
4071,2800,93.333
4072,2810,93.667
4073,2906,96.867
4074,3262,108.733
4075,3496,116.533
4076,2684,89.467
4077,2453,81.767
4078,2832,94.4
4079,2586,86.2
4080,3103,103.433
4081,2854,95.133
4082,2896,96.533
4083,3051,101.7
4084,3204,106.8
4085,2730,91.0
4086,3285,109.5
4087,3239,107.967
4088,3091,103.033
4089,3245,108.167
4090,3077,102.567
4091,2584,86.133
4092,3036,101.2
4093,3585,119.5
4094,3257,108.567
4095,2234,74.467
4096,2878,95.933
4097,2203,73.433
4098,2890,96.333
4099,2647,88.233
4100,3325,110.833
4102,3505,116.833
4103,2983,99.433
4104,3401,113.367
4105,2351,78.367
4106,2863,95.433
4107,2504,83.467
4108,3216,107.2
4109,3103,103.433
4110,2662,88.733
4111,2533,84.433
4112,3030,101.0
4113,3369,112.3
4114,2923,97.433
4115,3114,103.8
4117,3206,106.867
4118,3153,105.1
4119,2555,85.167
4120,2978,99.267
4121,3006,100.2
4123,3249,108.3
4124,2575,85.833
4125,2493,83.1
4126,3114,103.8
4127,2771,92.367
4128,2749,91.633
4129,2939,97.967
4130,3202,106.733
4131,2807,93.567
4132,3401,113.367
4133,3240,108.0
4134,3550,118.333
4135,3500,116.667
4136,3270,109.0
4138,3562,118.733
4142,3467,115.567
4158,3443,114.767
4160,3252,108.4
4167,2962,98.733
4172,3492,116.4
4179,3337,111.233
4181,3456,115.2
4197,3281,109.367
4199,2703,90.1
4200,3522,117.4
4201,2735,91.167
4202,3212,107.067
4203,2872,95.733
4204,3057,101.9
4205,3062,102.067
4206,3125,104.167
4207,3089,102.967
4208,3523,117.433
4209,3511,117.033
4211,3506,116.867
4213,3182,106.067
4214,2473,82.433
4215,2879,95.967
4216,3083,102.767
4217,2928,97.6
4219,3275,109.167
4221,2973,99.1
4223,2986,99.533
4224,3600,120.0
4225,2898,96.6
4226,2837,94.567
4227,2449,81.633
4229,3452,115.067
4230,3474,115.8
4231,3191,106.367
4232,2571,85.7
4233,2906,96.867
4234,3147,104.9
4235,3269,108.967
4236,3016,100.533
4237,3156,105.2
4238,2974,99.133
4239,3062,102.067
4240,2663,88.767
4241,3387,112.9
4243,2222,74.067
4244,2393,79.767
4245,2717,90.567
4246,3111,103.7
4247,2972,99.067
4248,2035,67.833
4249,1820,60.667
4250,2014,67.133
4251,2401,80.033
4252,2243,74.767
4253,2296,76.533
4254,1844,61.467
4255,2731,91.033
4256,2326,77.533
4257,1960,65.333
4258,2318,77.267
4259,2365,78.833
4260,2670,89.0
4262,2170,72.333
4263,2613,87.1
4264,1919,63.967
4265,1987,66.233
4267,2056,68.533
4270,3061,102.033
4271,2778,92.6
4272,1908,63.6
4274,2242,74.733
4275,2669,88.967
4276,2522,84.067
4277,2037,67.9
4278,2399,79.967
4279,2249,74.967
4280,2124,70.8
4281,2220,74.0
4282,1829,60.967
4283,2464,82.133
4284,2114,70.467
4285,1890,63.0
4286,1951,65.033
4287,1931,64.367
4288,2183,72.767
4289,2279,75.967
4290,2310,77.0
4291,2181,72.7
4292,2220,74.0
4293,2211,73.7
4294,2101,70.033
4295,1961,65.367
4296,1974,65.8
4297,2341,78.033
4298,2242,74.733
4299,2003,66.767
4300,1914,63.8
4301,2909,96.967
4302,2282,76.067
4303,1843,61.433
4304,2172,72.4
4305,3083,102.767
4306,1591,53.033
4307,2486,82.867
4308,2112,70.4
4309,1577,52.567
4310,2010,67.0
4311,2120,70.667
4312,1973,65.767
4313,2323,77.433
4314,2051,68.367
4315,2373,79.1
4316,1872,62.4
4317,2332,77.733
4318,1721,57.367
4319,2372,79.067
4320,1742,58.067
4321,1712,57.067
4322,1577,52.567
4323,2659,88.633
4324,2016,67.2
4325,1481,49.367
4326,2212,73.733
4327,1727,57.567
4328,1912,63.733
4329,2145,71.5
4330,2030,67.667
4331,2465,82.167
4332,2693,89.767
4333,2090,69.667
4334,2484,82.8
4335,1892,63.067
4336,2155,71.833
4337,2955,98.5
4338,2474,82.467
4339,2622,87.4
4340,2646,88.2
4341,3035,101.167
4342,2547,84.9
4345,3522,117.4
4349,2729,90.967
4351,3344,111.467
4361,2930,97.667
4362,2307,76.9
4363,1676,55.867
4364,3383,112.767
4365,2641,88.033
4366,2561,85.367
4368,2586,86.2
4369,2830,94.333
4370,2450,81.667
4371,2721,90.7
4372,2596,86.533
4373,2147,71.567
4374,2905,96.833
4375,1898,63.267
4377,2919,97.3
4379,2516,83.867
4380,3343,111.433
4381,1980,66.0
4382,1783,59.433
4383,2272,75.733
4385,2995,99.833
4386,3162,105.4
4388,2106,70.2
4390,3396,113.2
4391,2492,83.067
4393,2308,76.933
4394,1970,65.667
4395,2661,88.7
4396,2076,69.2
4397,2249,74.967
4400,2578,85.933
4402,2971,99.033
4403,2537,84.567
4404,2173,72.433
4405,2840,94.667
4406,2788,92.933
4407,2089,69.633
4408,2576,85.867
4410,2107,70.233
4411,2571,85.7
4413,3334,111.133
4414,2974,99.133
4415,3127,104.233
4416,3278,109.267
4418,3518,117.267
4419,2620,87.333
4420,2273,75.767
4421,1954,65.133
4422,2380,79.333
4428,2878,95.933
4429,2666,88.867
4431,3169,105.633
4432,2571,85.7
4433,3585,119.5
4434,3042,101.4
4435,3272,109.067
4437,2889,96.3
4438,3342,111.4
4439,2878,95.933
4440,2563,85.433
4441,3200,106.667
4442,2843,94.767
4444,3489,116.3
4445,3372,112.4
4446,3090,103.0
4447,3529,117.633
4448,3354,111.8
4449,2950,98.333
4450,3264,108.8
4452,2676,89.2
4453,1649,54.967
4454,3237,107.9
4456,2839,94.633
4457,3375,112.5
4459,2720,90.667
4460,3500,116.667
4461,3338,111.267
4463,3197,106.567
4464,3090,103.0
4465,2068,68.933
4467,2932,97.733
4468,3493,116.433
4469,1814,60.467
4470,2305,76.833
4471,2502,83.4
4472,2584,86.133
4473,2914,97.133
4474,3483,116.1
4475,2868,95.6
4476,2403,80.1
4477,2725,90.833
4478,3074,102.467
4479,3142,104.733
4481,2940,98.0
4482,3301,110.033
4483,2761,92.033
4485,3156,105.2
4486,3520,117.333
4487,2499,83.3
4488,2950,98.333
4489,2624,87.467
4490,1975,65.833
4491,3081,102.7
4493,2963,98.767
4494,2899,96.633
4495,2243,74.767
4497,2168,72.267
4498,3133,104.433
4500,3225,107.5
4501,3202,106.733
4502,2576,85.867
4504,2977,99.233
4506,2572,85.733
4507,2714,90.467
4509,2885,96.167
4510,3021,100.7
4511,3343,111.433
4512,3426,114.2
4513,3519,117.3
4514,3156,105.2
4516,2810,93.667
4518,2977,99.233
4520,3319,110.633
4521,3370,112.333
4522,2419,80.633
4523,2784,92.8
4524,2913,97.1
4525,3411,113.7
4527,3466,115.533
4528,1745,58.167
4529,2424,80.8
4531,1828,60.933
4532,2014,67.133
4533,3238,107.933
4534,2657,88.567
4535,2908,96.933
4537,3202,106.733
4538,1848,61.6
4541,2729,90.967
4542,2147,71.567
4543,2341,78.033
4544,2029,67.633
4545,2566,85.533
4547,2805,93.5
4548,2245,74.833
4549,2321,77.367
4550,2213,73.767
4551,2266,75.533
4553,2498,83.267
4555,2330,77.667
4556,2811,93.7
4557,2389,79.633
4558,3172,105.733
4559,3377,112.567
4560,2047,68.233
4561,2636,87.867
4562,2342,78.067
4563,1364,45.467
4564,1773,59.1
4566,1918,63.933
4567,2466,82.2
4568,1710,57.0
4569,3062,102.067
4570,2547,84.9
4571,2074,69.133
4572,2166,72.2
4573,2382,79.4
4574,2938,97.933
4575,2742,91.4
4576,2606,86.867
4577,3517,117.233
4578,2190,73.0
4579,3011,100.367
4580,2485,82.833
4581,2719,90.633
4582,2004,66.8
4583,1981,66.033
4584,2874,95.8
4585,2657,88.567
4586,2403,80.1
4587,2187,72.9
4588,2539,84.633
4589,2926,97.533
4590,2372,79.067
4591,2953,98.433
4592,3191,106.367
4593,2380,79.333
4594,2810,93.667
4595,2512,83.733
4596,2599,86.633
4597,3491,116.367
4598,2429,80.967
4599,3401,113.367
4600,3586,119.533
4601,3324,110.8
4602,3139,104.633
4603,3030,101.0
4605,2974,99.133
4606,2781,92.7
4607,3446,114.867
4608,3316,110.533
4609,2761,92.033
4610,2218,73.933
4611,3249,108.3
4612,3326,110.867
4615,3597,119.9
4617,2780,92.667
4618,2579,85.967
4619,2747,91.567
4622,3065,102.167
4623,2541,84.7
4624,3177,105.9
4625,2685,89.5
4626,2632,87.733
4627,2729,90.967
4628,2773,92.433
4629,3572,119.067
4630,3158,105.267
4631,1971,65.7
4632,3372,112.4
4633,2679,89.3
4634,2214,73.8
4636,3419,113.967
4638,3568,118.933
4639,3303,110.1
4640,2999,99.967
4641,3119,103.967
4642,2861,95.367
4644,2659,88.633
4645,2837,94.567
4647,2602,86.733
4648,2616,87.2
4649,2606,86.867
4650,1987,66.233
4652,3111,103.7
4653,2243,74.767
4656,2053,68.433
4657,2175,72.5
4658,2986,99.533
4659,2969,98.967
4660,3411,113.7
4661,2401,80.033
4662,2637,87.9
4663,1699,56.633
4664,2516,83.867
4665,2622,87.4
4667,2339,77.967
4668,1884,62.8
4669,2806,93.533
4670,2935,97.833
4671,3022,100.733
4672,2500,83.333
4673,2293,76.433
4674,3236,107.867
4675,3199,106.633
4676,2823,94.1
4677,2476,82.533
4678,2317,77.233
4679,2780,92.667
4680,2859,95.3
4681,3516,117.2
4682,3348,111.6
4683,3117,103.9
4684,2744,91.467
4685,3189,106.3
4686,3107,103.567
4687,3411,113.7
4688,2097,69.9
4689,3299,109.967
4690,3233,107.767
4691,3328,110.933
4692,2890,96.333
4694,3251,108.367
4695,3110,103.667
4696,2421,80.7
4697,2894,96.467
4699,2243,74.767
4700,3255,108.5
4701,2681,89.367
4702,3298,109.933
4703,2873,95.767
4705,3166,105.533
4706,2482,82.733
4707,3327,110.9
4708,2693,89.767
4709,3399,113.3
4710,2811,93.7
4711,3413,113.767
4713,3050,101.667
4714,2157,71.9
4715,3206,106.867
4718,3044,101.467
4719,2297,76.567
4720,3213,107.1
4721,2798,93.267
4722,2581,86.033
4723,2949,98.3
4724,2873,95.767
4725,2341,78.033
4726,2935,97.833
4727,3579,119.3
4728,2041,68.033
4729,2788,92.933
4730,2705,90.167
4731,3446,114.867
4732,3076,102.533
4733,2522,84.067
4734,2559,85.3
4735,3011,100.367
4736,2629,87.633
4737,3421,114.033
4738,3100,103.333
4739,3191,106.367
4740,3265,108.833
4741,2951,98.367
4743,3365,112.167
4744,2921,97.367
4745,3390,113.0
4746,3321,110.7
4747,2677,89.233
4748,2475,82.5
4749,2604,86.8
4750,2593,86.433
4751,2254,75.133
4752,3305,110.167
4753,3123,104.1
4754,2971,99.033
4755,2334,77.8
4756,3001,100.033
4757,2984,99.467
4758,2982,99.4
4759,2682,89.4
4760,2912,97.067
4761,3158,105.267
4762,2744,91.467
4763,3447,114.9
4764,2239,74.633
4765,3080,102.667
4766,3048,101.6
4767,3296,109.867
4768,3006,100.2
4770,3401,113.367
4771,2681,89.367
4772,2898,96.6
4773,2490,83.0
4774,2821,94.033
4775,2875,95.833
4776,3326,110.867
4778,2658,88.6
4780,2724,90.8
4781,2858,95.267
4782,2516,83.867
4784,3147,104.9
4785,3012,100.4
4786,2676,89.2
4787,2380,79.333
4788,2576,85.867
4789,3161,105.367
4790,2705,90.167
4791,3073,102.433
4792,2936,97.867
4793,3421,114.033
4794,2638,87.933
4795,3052,101.733
4796,2932,97.733
4797,3432,114.4
4798,2769,92.3
4799,3126,104.2
4800,3206,106.867
4801,2910,97.0
4802,2960,98.667
4803,3393,113.1
4805,3099,103.3
4806,2990,99.667
4807,3305,110.167
4808,2728,90.933
4810,3027,100.9
4811,3160,105.333
4813,3416,113.867
4814,2421,80.7
4815,2958,98.6
4817,2931,97.7
4818,2445,81.5
4819,2556,85.2
4820,2955,98.5
4821,2691,89.7
4822,2547,84.9
4823,2679,89.3
4824,2445,81.5
4825,3210,107.0
4827,2884,96.133
4828,3529,117.633
4829,2449,81.633
4830,2804,93.467
4831,2131,71.033
4832,2009,66.967
4833,2818,93.933
4834,3010,100.333
4836,2917,97.233
4837,2903,96.767
4839,2530,84.333
4840,2741,91.367
4842,2677,89.233
4843,2955,98.5
4844,3219,107.3
4845,2667,88.9
4846,3082,102.733
4847,2680,89.333
4849,2806,93.533
4850,2692,89.733
4852,2922,97.4
4853,2752,91.733
4854,2609,86.967
4856,2428,80.933
4857,2200,73.333
4858,3549,118.3
4859,3395,113.167
4860,3045,101.5
4861,2696,89.867
4862,3269,108.967
4864,3297,109.9
4865,3107,103.567
4866,2801,93.367
4867,3014,100.467
4869,2707,90.233
4870,2538,84.6
4872,2991,99.7
4873,3426,114.2
4874,3147,104.9
4876,3081,102.7
4877,2021,67.367
4879,2630,87.667
4880,2231,74.367
4881,2314,77.133
4882,2143,71.433
4883,2202,73.4
4884,2698,89.933
4885,2960,98.667
4887,2679,89.3
4888,2447,81.567
4889,2289,76.3
4890,3035,101.167
4891,2288,76.267
4892,3338,111.267
4893,2614,87.133
4894,3035,101.167
4895,3309,110.3
4905,3150,105.0
4910,3488,116.267
4915,3458,115.267
4917,3525,117.5
4920,3467,115.567
4927,3244,108.133
4931,2763,92.1
4932,3543,118.1
4936,3293,109.767
4937,3521,117.367
4943,3449,114.967
4946,3234,107.8
4959,3097,103.233
4961,3307,110.233
4962,3374,112.467
4971,3551,118.367
4973,3278,109.267
4980,2538,84.6
4984,3579,119.3
4989,2843,94.767
4990,3038,101.267
4993,2515,83.833
4994,2325,77.5
4995,2857,95.233
4998,2328,77.6
4999,3264,108.8
5001,2937,97.9
5002,2614,87.133
5004,3580,119.333
5005,2845,94.833
5006,2795,93.167
5008,2807,93.567
5009,3471,115.7
5013,3185,106.167
5014,3050,101.667
5017,2893,96.433
5018,3279,109.3
5020,3504,116.8
5024,3351,111.7
5025,3237,107.9
5026,2508,83.6
5027,3082,102.733
5028,2154,71.8
5029,2405,80.167
5030,1994,66.467
5031,2012,67.067
5032,3184,106.133
5033,3090,103.0
5034,2821,94.033
5036,2432,81.067
5037,2566,85.533
5038,3090,103.0
5039,3171,105.7
5040,3006,100.2
5042,2768,92.267
5043,3526,117.533
5044,3278,109.267
5045,3469,115.633
5046,2756,91.867
5047,3314,110.467
5048,3180,106.0
5050,2818,93.933
5051,3202,106.733
5052,2724,90.8
5053,3559,118.633
5054,3379,112.633
5057,3001,100.033
5059,2346,78.2
5060,3509,116.967
5061,2468,82.267
5062,3323,110.767
5063,3368,112.267
5064,3471,115.7
5065,2597,86.567
5066,1637,54.567
5067,1849,61.633
5068,1843,61.433
5071,2803,93.433
5072,1791,59.7
5073,2070,69.0
5075,2321,77.367
5078,2097,69.9
5079,1845,61.5
5080,3056,101.867
5081,3504,116.8
5082,2467,82.233
5083,2988,99.6
5084,3363,112.1
5085,2365,78.833
5086,2940,98.0
5087,3003,100.1
5091,2519,83.967
5092,3347,111.567
5093,2955,98.5
5094,2872,95.733
5095,2679,89.3
5096,2760,92.0
5097,3096,103.2
5098,2659,88.633
5099,3465,115.5
5101,3460,115.333
5102,3531,117.7
5104,3598,119.933
5108,3140,104.667
5112,3312,110.4
5114,3340,111.333
5122,3285,109.5
5124,3227,107.567
5125,3261,108.7
5129,3342,111.4
5130,3350,111.667
5134,3426,114.2
5137,3220,107.333
5138,3467,115.567
5139,3582,119.4
5140,3535,117.833
5141,3356,111.867
5142,2771,92.367
5147,3553,118.433
5148,2923,97.433
5149,2572,85.733
5150,3290,109.667
5152,2321,77.367
5154,2196,73.2
5155,2745,91.5
5156,3063,102.1
5157,2134,71.133
5158,2754,91.8
5159,3148,104.933
5161,3048,101.6
5162,3026,100.867
5164,3465,115.5
5165,2367,78.9
5167,2239,74.633
5170,2422,80.733
5171,3357,111.9
5173,2179,72.633
5174,2967,98.9
5177,2864,95.467
5182,3279,109.3
5183,3307,110.233
5188,2874,95.8
5190,3259,108.633
5191,3156,105.2
5194,2248,74.933
5196,3518,117.267
5200,3110,103.667
5203,2217,73.9
5206,2917,97.233
5207,2521,84.033
5208,2983,99.433
5209,3116,103.867
5210,3300,110.0
5211,2980,99.333
5212,2044,68.133
5213,3240,108.0
5215,3342,111.4
5216,3138,104.6
5218,2653,88.433
5219,3353,111.767
5221,3341,111.367
5223,2967,98.9
5224,2220,74.0
5225,2518,83.933
5227,3164,105.467
5228,2791,93.033
5229,2977,99.233
5231,2841,94.7
5232,3516,117.2
5233,2076,69.2
5234,2775,92.5
5235,3171,105.7
5237,2735,91.167
5238,2270,75.667
5239,2305,76.833
5240,2917,97.233
5241,3360,112.0
5242,2574,85.8
5243,2393,79.767
5245,3375,112.5
5246,3153,105.1
5247,2994,99.8
5248,2744,91.467
5250,2935,97.833
5251,3400,113.333
5252,3131,104.367
5253,2926,97.533
5255,2636,87.867
5256,2560,85.333
5257,3410,113.667
5260,3493,116.433
5261,3513,117.1
5262,3457,115.233
5265,3170,105.667
5266,3359,111.967
5272,3507,116.9
5273,2873,95.767
5274,3228,107.6
5275,2900,96.667
5276,2590,86.333
5277,3104,103.467
5278,2311,77.033
5280,3263,108.767
5281,3288,109.6
5282,3122,104.067
5283,2629,87.633
5284,2901,96.7
5285,3020,100.667
5286,3149,104.967
5287,3402,113.4
5288,2976,99.2
5289,2446,81.533
5291,3561,118.7
5293,2908,96.933
5294,2674,89.133
5295,2805,93.5
5296,2919,97.3
5299,3228,107.6
5300,3514,117.133
5301,2135,71.167
5302,2490,83.0
5303,3094,103.133
